,loan_id,user_id,total_loan,year_of_loan,interest,monthly_payment,class,employer_type,industry,work_year,house_exist,censor_status,issue_date,use,post_code,region,debt_loan_ratio,del_in_18month,scoring_low,scoring_high,known_outstanding_loan,known_dero,pub_dero_bankrup,recircle_b,recircle_u,initial_list_status,app_type,earlies_credit_mon,title,policy_code,f0,f1,f2,f3,f4,early_return,early_return_amount,early_return_amount_3mon,isDefault
6559,1010883,210883,30000.0,3,9.17,956.37,B,普通企业,农、林、牧、渔业,< 1 year,1,1,2015/12/1,0,163,21,16.23636364,0,597.2727273,647.0454545,13,0,0.0,85176.92308,63.53846154,1,0,Aug-00,0,1,7.0,0.0,5.0,15.0,6.0,3,2148,644.4,0
6560,1004690,204690,12000.0,5,14.085,289.59,D,普通企业,建筑业,3 years,1,2,2011/3/1,12,221,8,16.53818182,0,758.1818182,947.7272727,4,0,0.0,2567.307692,38.03076923,1,0,Nov-00,2679,1,,,,,,4,2290,687.0,0
6561,1011664,211664,21818.18182,3,11.99,664.2,B,政府机构,农、林、牧、渔业,,0,2,2013/12/1,0,97,12,18.67,0,654.5454545,763.6363636,8,0,0.0,15123.0,57.5,0,0,Aug-88,0,1,4.0,0.0,5.0,11.0,3.0,2,6125,612.5,0
6562,1010505,210505,20454.54545,5,26.389,719.06,F,普通企业,农、林、牧、渔业,10+ years,0,1,2015/6/1,0,553,27,14.00727273,1,560.4545455,700.5681818,7,0,0.0,24579.23077,97.5,1,0,1-Dec,0,1,4.0,0.0,4.0,5.0,3.0,4,8606,2581.8,0
6563,1012005,212005,14181.81818,3,8.39,378.2,B,政府机构,电力、热力生产供应业,< 1 year,0,1,2016/3/1,0,187,9,12.74727273,0,604.5454545,705.3030303,18,0,0.0,22594.61538,72.27692308,0,0,5-Dec,0,1,14.0,0.0,1.0,19.0,5.0,2,5767,1153.4,0
6564,1021956,221956,5509.090909,3,16.115,174.2,C,普通企业,电力、热力生产供应业,1 year,1,0,2015/4/1,0,408,14,16.9,0,600.0,650.0,6,0,0.0,2433.846154,54.92307692,1,0,2-Nov,0,1,4.0,0.0,3.0,5.0,2.0,3,1781,0.0,0
6569,1034546,234546,26000.0,3,5.427,669.59,A,幼教与中小学校,信息传输、软件和信息技术服务业,10+ years,0,1,2014/10/1,0,116,14,12.01909091,0,650.4545455,704.6590909,14,0,0.0,30585.0,28.15384615,0,0,Aug-96,0,1,10.0,0.0,6.0,22.0,13.0,1,9661,966.1,0
6570,1031850,231850,4800.0,3,5.852,144.56,A,普通企业,交通运输、仓储和邮政业,10+ years,1,0,2016/3/1,0,195,38,9.572727273,0,631.8181818,684.469697,26,0,0.0,19503.07692,34.7,0,0,Nov-81,0,1,10.0,0.0,5.0,30.0,18.0,3,1795,179.5,0
6571,1038427,238427,29090.90909,5,10.087,666.92,B,上市企业,电力、热力生产供应业,9 years,0,1,2015/7/1,0,41,25,10.12909091,0,560.4545455,607.1590909,13,0,0.0,7963.846154,36.92307692,0,0,8-May,0,1,5.0,0.0,2.0,14.0,11.0,0,0,0.0,0
6573,1022349,222349,14727.27273,3,6.864,549.56,A,上市企业,住宿和餐饮业,9 years,0,0,2015/5/1,4,307,14,16.44545455,0,568.6363636,710.7954545,15,0,0.0,47462.15385,78.0,0,0,3-Feb,4,1,7.0,0.0,10.0,18.0,6.0,0,3252,325.2,0
6576,1007528,207528,17018.18182,3,16.074,519.59,D,政府机构,金融业,1 year,1,1,2015/7/1,10,162,2,24.17454545,0,670.0,725.8333333,10,0,0.0,6225.692308,53.5,1,0,6-Aug,11,1,7.0,0.0,6.0,10.0,5.0,0,0,0.0,0
6577,1026236,226236,7563.636364,3,8.19,201.12,A,上市企业,公共服务、社会组织,1 year,1,1,2015/1/1,0,108,21,15.93818182,0,720.0,780.0,7,0,0.0,6224.307692,61.73076923,0,0,Dec-99,0,1,3.0,0.0,7.0,7.0,6.0,0,657,131.4,0
6578,1023683,223683,7918.181818,3,12.99,225.72,C,普通企业,房地产业,< 1 year,2,1,2016/4/1,4,565,14,18.8,0,680.0,736.6666667,4,0,0.0,14190.46154,83.24615385,0,0,7-May,4,1,2.0,0.0,0.0,7.0,2.0,0,1745,174.5,0
6579,1010353,210353,9454.545455,3,18.689,285.19,D,幼教与中小学校,房地产业,10+ years,2,2,2015/12/1,2,74,30,24.45545455,2,700.0,816.6666667,25,0,0.0,20178.46154,54.6,0,0,Jan-00,5,1,13.0,0.0,6.0,25.0,12.0,1,3039,0.0,0
6580,1030653,230653,19636.36364,3,18.689,855.55,D,普通企业,住宿和餐饮业,1 year,1,1,2016/8/1,0,507,19,10.8,0,747.2727273,809.5454545,7,1,1.0,15368.30769,98.53846154,0,0,Nov-00,0,1,3.0,0.0,9.0,4.0,4.0,0,0,0.0,0
6581,1046042,246042,13090.90909,3,12.089,392.81,B,上市企业,采矿业,10+ years,0,2,2014/6/1,0,188,23,17.13272727,0,645.4545455,753.030303,15,0,0.0,18168.92308,44.95384615,1,0,Nov-88,0,1,9.0,0.0,9.0,18.0,8.0,0,0,0.0,0
6582,1044360,244360,28000.0,3,6.864,854.87,A,普通企业,建筑业,5 years,0,1,2015/9/1,0,63,14,9.21,0,769.0909091,833.1818182,12,0,0.0,21511.0,53.0,0,0,Aug-96,0,1,5.0,0.0,16.0,7.0,6.0,3,10537,3161.1,0
6585,1026039,226039,18022.72727,3,15.291,543.63,D,上市企业,建筑业,10+ years,1,0,2014/1/1,0,345,20,22.67181818,0,670.0,725.8333333,7,0,0.0,7269.0,107.5384615,1,0,Nov-83,0,1,3.0,0.0,13.0,21.0,15.0,0,4197,0.0,0
6587,1012518,212518,22000.0,5,25.586,623.49,F,普通企业,金融业,3 years,1,2,2012/3/1,0,422,30,16.24,0,600.0,700.0,19,0,0.0,19499.84615,79.90769231,1,0,May-00,60331,1,,,,,,3,1871,374.2,0
6588,1049710,249710,17727.27273,3,7.62,467.43,A,普通企业,批发和零售业,10+ years,1,0,2014/2/1,4,500,27,15.65454545,0,735.0,918.75,7,0,0.0,14895.0,74.42307692,1,0,Jul-85,4,1,3.0,0.0,3.0,8.0,5.0,3,4674,934.8,0
6589,1015927,215927,17500.0,3,9.81,572.1,B,普通企业,电力、热力生产供应业,7 years,1,0,2018/2/1,0,104,23,19.89090909,1,710.0,769.1666667,14,3,1.0,22594.15385,59.53846154,0,0,Oct-96,0,1,6.0,0.0,6.0,17.0,4.0,3,4506,0.0,1
6590,1001104,201104,11781.81818,5,16.335,341.45,C,普通企业,文化和体育业,3 years,1,0,2016/1/1,3,31,2,18.48181818,0,609.0909091,761.3636364,13,1,1.0,8626.153846,40.15384615,0,0,Mar-96,3,1,5.0,0.0,14.0,13.0,4.0,1,2309,692.7,0
6591,1046508,246508,3436.363636,3,20.064,152.35,D,世界五百强,建筑业,10+ years,0,2,2014/10/1,2,390,13,30.22909091,0,627.2727273,731.8181818,15,0,0.0,23621.53846,67.6,1,0,Aug-91,5,1,6.0,0.0,12.0,15.0,6.0,3,1087,0.0,0
6594,1007963,207963,10000.0,3,12.639,329.72,B,政府机构,国际组织,7 years,0,2,2015/11/1,2,484,21,29.81818182,0,720.0,780.0,9,1,1.0,10064.92308,86.04615385,0,0,Jan-96,5,1,3.0,0.0,8.0,9.0,3.0,3,3957,0.0,0
6595,1024849,224849,20000.0,3,12.222,679.48,C,上市企业,公共服务、社会组织,8 years,0,2,2018/4/1,0,97,12,15.91636364,1,730.9090909,852.7272727,13,0,0.0,13586.0,46.06153846,0,0,6-Feb,0,1,5.0,0.0,10.0,15.0,6.0,0,0,0.0,0
6596,1003946,203946,11500.0,5,22.2,318.93,E,政府机构,交通运输、仓储和邮政业,2 years,0,2,2013/8/1,0,710,45,15.2,0,660.0,715.0,9,0,0.0,13908.0,92.7,1,0,3-Jan,76,1,6.0,0.0,4.0,8.0,4.0,0,0,0.0,0
6597,1027267,227267,23636.36364,5,17.864,488.92,C,普通企业,公共服务、社会组织,< 1 year,1,1,2013/12/1,4,262,37,20.58545455,0,741.8181818,927.2727273,17,0,0.0,50772.92308,92.19230769,0,0,Jul-87,234,1,14.0,0.0,25.0,25.0,20.0,0,8065,1613.0,0
6598,1035135,235135,10909.09091,3,7.931,309.74,A,幼教与中小学校,住宿和餐饮业,,0,0,2017/5/1,2,388,3,29.94,1,700.0,875.0,10,0,0.0,5250.461538,27.92307692,0,0,Mar-83,5,1,2.0,0.0,6.0,10.0,3.0,3,4260,1278.0,0
6599,1029572,229572,6500.0,3,16.99,231.72,D,幼教与中小学校,金融业,1 year,1,2,2015/9/1,0,139,8,36.10909091,0,636.3636364,742.4242424,7,0,0.0,3534.0,50.07692308,1,0,10-Dec,0,1,4.0,0.0,4.0,5.0,1.0,2,3060,612.0,0
6600,1008659,208659,23636.36364,5,15.763,468.8,C,政府机构,文化和体育业,10+ years,0,2,2013/8/1,4,102,26,19.15,0,572.7272727,620.4545455,20,0,0.0,29619.23077,62.30769231,1,0,Oct-85,138,1,12.0,0.0,5.0,36.0,15.0,3,8329,0.0,0
6601,1019630,219630,32225.0,5,16.074,815.86,D,普通企业,文化和体育业,2 years,0,1,2015/10/1,4,49,12,9.703636364,1,670.0,725.8333333,15,0,0.0,10409.53846,62.65384615,1,0,May-00,4,1,5.0,0.0,4.0,15.0,9.0,5,6130,1226.0,0
6602,1019928,219928,3545.454545,3,16.425,108.84,D,普通企业,公共服务、社会组织,10+ years,2,0,2014/4/1,7,223,12,15.36,0,725.0,785.4166667,12,0,0.0,5501.538462,32.2,0,0,3-Jul,8,1,6.0,0.0,3.0,18.0,6.0,1,1134,340.2,0
6604,1001119,201119,8136.363636,3,18.24,324.65,D,上市企业,文化和体育业,1 year,1,2,2014/5/1,0,489,30,22.85181818,0,675.0,787.5,17,0,0.0,9970.384615,32.30769231,1,0,7-Jan,0,1,9.0,0.0,1.0,27.0,13.0,3,2964,296.4,0
6605,1036396,236396,9163.636364,3,15.037,285.75,C,普通企业,住宿和餐饮业,10+ years,1,1,2016/5/1,10,112,23,16.75,0,660.0,770.0,18,1,1.0,9804.923077,44.36923077,0,0,Jun-93,11,1,12.0,0.0,7.0,29.0,9.0,0,0,0.0,0
6606,1019911,219911,10000.0,3,16.02,351.67,C,上市企业,电力、热力生产供应业,10+ years,0,1,2017/6/1,0,79,2,12.26363636,0,580.9090909,726.1363636,15,0,0.0,14519.0,64.5,0,0,May-88,0,1,9.0,0.0,9.0,17.0,9.0,3,3406,0.0,0
6608,1046229,246229,4545.454545,3,9.144,161.72,B,世界五百强,建筑业,5 years,0,0,2012/12/1,2,22,16,20.05,0,758.1818182,884.5454545,8,0,0.0,11041.15385,78.07692308,0,0,Jan-00,9248,1,5.0,0.0,1.0,8.0,5.0,3,2202,220.2,0
6609,1035330,235330,4800.0,3,14.661,169.45,D,幼教与中小学校,电力、热力生产供应业,10+ years,0,2,2014/7/1,2,89,3,31.21090909,1,540.0,675.0,15,0,0.0,17330.76923,42.83076923,0,0,Sep-84,5,1,8.0,0.0,15.0,28.0,13.0,3,572,0.0,0
6610,1031455,231455,16363.63636,3,7.11,469.36,A,政府机构,金融业,5 years,0,0,2013/2/1,2,773,0,11.02727273,0,650.0,812.5,13,0,0.0,14932.61538,57.72307692,0,0,Jul-96,46958,1,4.0,0.0,10.0,26.0,18.0,1,5007,1502.1,0
6612,1000631,200631,40000.0,3,14.839,1357.22,C,普通企业,交通运输、仓储和邮政业,10+ years,0,2,2016/8/1,0,335,8,17.65454545,0,636.3636364,795.4545455,8,0,0.0,50658.46154,82.52307692,0,0,Nov-88,0,1,4.0,0.0,6.0,6.0,5.0,3,6919,1383.8,0
6613,1012210,212210,34745.45455,5,18.55,755.4,E,普通企业,交通运输、仓储和邮政业,< 1 year,1,2,2015/7/1,0,143,8,8.934545455,0,665.0,720.4166667,6,0,0.0,23283.07692,117.6923077,0,0,6-Jun,0,1,3.0,0.0,6.0,5.0,1.0,0,0,0.0,0
6614,1034119,234119,28363.63636,3,12.294,816.31,C,普通企业,建筑业,8 years,0,2,2015/1/1,4,3,0,28.01818182,0,730.9090909,791.8181818,17,0,0.0,56965.38462,70.15384615,1,0,Oct-97,4,1,12.0,0.0,7.0,17.0,14.0,1,2269,0.0,0
6615,1045883,245883,5318.181818,3,4.788,195.75,A,政府机构,房地产业,3 years,0,1,2015/7/1,2,330,21,18.35181818,0,823.6363636,892.2727273,8,0,0.0,5655.0,40.96153846,0,0,Oct-78,5,1,4.0,0.0,8.0,8.0,6.0,3,1200,240.0,0
6616,1010605,210605,16545.45455,5,20.405,359.72,E,普通企业,交通运输、仓储和邮政业,< 1 year,1,1,2015/7/1,0,66,14,22.71818182,0,774.5454545,839.0909091,10,0,0.0,10194.46154,68.2,0,0,8-Apr,0,1,7.0,0.0,4.0,9.0,5.0,5,5328,1065.6,0
6617,1007626,207626,18000.0,5,10.377,396.14,B,幼教与中小学校,电力、热力生产供应业,10+ years,0,2,2015/9/1,0,480,8,13.36363636,1,613.6363636,715.9090909,12,2,2.0,7461.923077,45.0,1,0,4-Apr,0,1,8.0,,7.0,15.0,5.0,0,0,0.0,1
6618,1009729,209729,12845.45455,5,22.74,330.19,E,普通企业,金融业,1 year,1,2,2016/12/1,0,48,10,23.43636364,0,747.2727273,809.5454545,9,1,0.0,14344.61538,47.65384615,0,0,Jun-95,0,1,5.0,0.0,3.0,9.0,5.0,4,158,47.4,0
6620,1001460,201460,16322.72727,3,8.69,624.25,A,普通企业,文化和体育业,6 years,1,0,2012/9/1,4,162,2,20.29090909,0,785.4545455,850.9090909,11,0,0.0,53006.53846,69.41538462,1,0,Jun-99,54470,1,6.0,0.0,17.0,13.0,8.0,3,3234,323.4,0
6621,1040914,240914,16363.63636,3,17.77,540.56,D,普通企业,公共服务、社会组织,4 years,1,2,2012/10/1,0,52,19,20.5,0,609.0909091,659.8484848,8,0,0.0,9705.0,60.09230769,1,0,6-Oct,29,1,5.0,0.0,3.0,7.0,3.0,1,3417,683.4,0
6622,1015613,215613,23636.36364,3,11.825,652.41,B,普通企业,电力、热力生产供应业,10+ years,0,0,2016/5/1,4,636,27,12.17454545,0,572.7272727,620.4545455,13,0,0.0,19941.0,73.0,1,0,3-Jun,4,1,9.0,0.0,11.0,15.0,10.0,2,74,14.8,0
6623,1022469,222469,19636.36364,3,10.16,582.17,B,普通企业,公共服务、社会组织,10+ years,2,2,2013/6/1,0,356,32,21.78818182,0,695.0,810.8333333,12,0,0.0,13289.53846,66.01538462,1,0,Apr-90,70,1,6.0,0.0,4.0,30.0,16.0,3,635,63.5,0
6624,1024725,224725,35018.18182,3,16.59,1137.92,D,普通企业,建筑业,6 years,0,1,2014/3/1,0,268,8,23.16,0,680.0,736.6666667,22,0,0.0,14949.23077,72.11538462,1,0,Apr-98,0,1,9.0,0.0,19.0,14.0,5.0,1,4394,1318.2,0
6626,1024387,224387,6650.0,3,14.421,224.42,B,普通企业,批发和零售业,10+ years,0,1,2012/10/1,4,421,3,18.61363636,0,622.7272727,674.6212121,8,0,0.0,12607.53846,87.69230769,1,0,Jun-98,4,1,6.0,0.0,1.0,11.0,8.0,0,2113,633.9,0
6627,1010712,210712,7272.727273,3,8.39,252.14,B,幼教与中小学校,电力、热力生产供应业,,0,0,2016/4/1,0,195,38,17.25545455,0,636.3636364,742.4242424,17,1,1.0,13255.0,46.61538462,0,0,4-Sep,0,1,13.0,0.0,3.0,22.0,13.0,2,1558,155.8,0
6628,1014941,214941,11818.18182,3,6.228,308.41,A,政府机构,文化和体育业,< 1 year,0,0,2015/5/1,4,29,19,8.926363636,0,710.0,769.1666667,9,0,0.0,12227.0,70.0,0,0,4-Sep,4,1,4.0,0.0,4.0,17.0,8.0,0,3333,999.9,0
6629,1027538,227538,6545.454545,3,12.69,268.36,C,政府机构,制造业,5 years,0,0,2015/5/1,4,403,38,7.232727273,4,725.4545455,785.9090909,11,0,0.0,2660.307692,72.0,1,0,5-Jan,4,1,4.0,0.0,8.0,20.0,8.0,3,2089,626.7,0
6632,1024912,224912,24545.45455,5,23.238,895.02,E,普通企业,信息传输、软件和信息技术服务业,2 years,0,1,2017/7/1,0,153,11,33.28363636,0,695.0,752.9166667,10,0,0.0,13219.0,94.73076923,0,1,8-Sep,0,1,7.0,0.0,3.0,8.0,6.0,0,0,0.0,0
6633,1013135,213135,9600.0,3,17.091,351.85,D,普通企业,信息传输、软件和信息技术服务业,3 years,0,1,2016/5/1,0,108,21,17.17090909,1,613.6363636,715.9090909,7,1,1.0,5076.923077,63.46153846,0,0,4-Feb,0,1,4.0,0.0,4.0,7.0,4.0,3,265,0.0,0
6635,1024091,224091,9090.909091,3,18.689,356.48,D,上市企业,交通运输、仓储和邮政业,10+ years,0,2,2016/6/1,0,720,0,27.19636364,1,613.6363636,767.0454545,11,1,1.0,11016.92308,100.8,1,0,Jun-96,0,1,6.0,0.0,11.0,10.0,7.0,3,2432,0.0,0
6636,1029945,229945,29545.45455,3,9.702,815.87,B,政府机构,交通运输、仓储和邮政业,10+ years,0,0,2016/1/1,0,622,7,29.07272727,0,774.5454545,839.0909091,13,0,0.0,21277.84615,46.33846154,0,0,2-Jul,0,1,7.0,0.0,8.0,10.0,8.0,2,12364,0.0,0
6639,1003373,203373,4909.090909,3,8.01,190.52,A,普通企业,交通运输、仓储和邮政业,10+ years,1,0,2014/2/1,0,177,26,13.18,0,675.0,787.5,8,0,0.0,8838.307692,47.35384615,0,0,Sep-00,0,1,7.0,0.0,3.0,15.0,6.0,0,0,0.0,0
6641,1016572,216572,8775.0,3,13.176,369.9,C,普通企业,建筑业,2 years,1,1,2014/2/1,0,131,6,12.90545455,0,556.3636364,695.4545455,5,1,1.0,1953.461538,30.57692308,0,0,4-Nov,0,1,1.0,0.0,6.0,4.0,1.0,0,386,0.0,0
6642,1020718,220718,1227.272727,3,9.93,48.36,B,普通企业,电力、热力生产供应业,10+ years,2,1,2017/6/1,7,764,47,11.21454545,0,796.3636364,862.7272727,7,0,0.0,6389.384615,48.46153846,0,0,Feb-95,8,1,4.0,0.0,6.0,9.0,4.0,1,669,133.8,0
6644,1031383,231383,12272.72727,5,10.42,321.82,B,政府机构,电力、热力生产供应业,,2,1,2017/12/1,4,512,21,10.04727273,0,700.0,816.6666667,6,0,0.0,1486.153846,12.57692308,0,0,1-Mar,4,1,3.0,0.0,1.0,6.0,5.0,0,0,0.0,0
6645,1024737,224737,2181.818182,3,20.49,74.83,E,普通企业,国际组织,,0,2,2013/5/1,7,781,40,9.875454545,0,645.4545455,753.030303,14,0,0.0,8327.846154,52.2,0,0,Sep-90,41295,1,8.0,0.0,2.0,16.0,8.0,1,801,160.2,0
6647,1016102,216102,15136.36364,3,16.55,655.44,D,政府机构,公共服务、社会组织,6 years,1,0,2015/4/1,0,349,44,18.03,2,730.9090909,913.6363636,8,0,0.0,7189.0,93.4,1,0,Aug-93,0,1,2.0,0.0,25.0,4.0,1.0,2,8320,2496.0,0
6648,1049664,249664,31818.18182,3,15.378,1195.88,C,世界五百强,电力、热力生产供应业,10+ years,0,2,2014/8/1,0,275,8,17.15727273,0,747.2727273,934.0909091,10,0,0.0,35454.46154,76.38461538,0,0,Jul-94,0,1,7.0,0.0,6.0,12.0,7.0,3,11405,1140.5,0
6649,1034826,234826,19854.54545,3,15.389,574.11,C,普通企业,金融业,3 years,2,1,2016/1/1,4,373,13,25.86363636,0,736.3636364,859.0909091,11,2,0.0,228775.0769,99.69230769,1,0,Mar-93,4,1,5.0,0.0,14.0,9.0,5.0,0,0,0.0,1
6650,1045837,245837,9450.0,3,11.55,311.85,B,普通企业,采矿业,7 years,0,2,2013/8/1,4,202,27,11.18181818,0,613.6363636,664.7727273,6,0,0.0,12279.0,84.0,1,0,4-Sep,65,1,5.0,0.0,1.0,10.0,9.0,3,3230,323.0,0
6652,1042979,242979,13636.36364,5,14.418,364.94,C,上市企业,住宿和餐饮业,,2,1,2018/1/1,2,29,19,8.127272727,0,725.4545455,785.9090909,5,0,0.0,9147.384615,55.13846154,0,0,4-Jun,5,1,4.0,0.0,3.0,8.0,3.0,3,4849,0.0,0
6653,1044968,244968,9454.545455,3,16.425,290.23,D,普通企业,文化和体育业,10+ years,0,1,2016/2/1,0,161,14,22.96636364,0,572.7272727,715.9090909,19,0,0.0,12603.69231,25.93846154,1,0,Jun-94,0,1,14.0,0.0,10.0,19.0,13.0,1,1468,293.6,0
6655,1003673,203673,18700.0,5,11.421,422.53,C,世界五百强,农、林、牧、渔业,< 1 year,0,1,2015/10/1,0,171,8,35.47,0,780.0,845.0,16,0,0.0,54831.53846,42.92307692,0,0,Apr-89,0,1,12.0,0.0,2.0,15.0,14.0,0,0,0.0,0
6656,1002238,202238,20000.0,3,8.382,623.23,A,普通企业,电力、热力生产供应业,,0,1,2014/1/1,4,5,4,25.92,0,769.0909091,897.2727273,9,0,0.0,21407.07692,49.84615385,0,0,Feb-99,4,1,7.0,0.0,7.0,18.0,9.0,2,9902,990.2,0
6657,1027943,227943,14000.0,3,17.171,489.51,D,普通企业,电力、热力生产供应业,,0,1,2015/7/1,0,139,8,5.81,0,720.0,900.0,12,0,0.0,22421.53846,77.30769231,1,0,Jul-84,0,1,11.0,,7.0,19.0,11.0,0,0,0.0,0
6658,1028080,228080,7090.909091,3,5.93,182.35,A,世界五百强,金融业,7 years,0,0,2015/3/1,0,432,10,18.14545455,0,801.8181818,935.4545455,11,0,0.0,7327.384615,33.04615385,0,0,7-Mar,0,1,7.0,0.0,2.0,11.0,8.0,3,719,0.0,0
6659,1013748,213748,21818.18182,3,14.65,689.89,C,上市企业,金融业,3 years,1,2,2015/4/1,4,242,8,12.55909091,0,604.5454545,705.3030303,8,0,0.0,32014.76923,105.0,0,0,7-Sep,4,1,6.0,,4.0,12.0,12.0,2,6195,1239.0,0
6660,1047728,247728,7272.727273,3,10.99,261.88,B,政府机构,公共服务、社会组织,2 years,1,1,2014/8/1,0,134,8,23.05,1,552.2727273,598.2954545,12,0,0.0,17796.0,87.6,1,0,Nov-00,0,1,3.0,0.0,13.0,8.0,5.0,3,3985,797.0,0
6661,1012996,212996,5318.181818,3,20.02,235.65,E,普通企业,建筑业,3 years,1,1,2015/11/1,0,309,30,31.81,1,730.9090909,913.6363636,12,0,0.0,11635.38462,76.15384615,1,0,5-Mar,0,1,6.0,0.0,1.0,12.0,3.0,1,2075,207.5,0
6663,1025886,225886,10909.09091,3,9.75,321.5,B,普通企业,文化和体育业,8 years,0,0,2016/3/1,2,25,13,7.870909091,0,576.8181818,721.0227273,10,0,0.0,9863.076923,51.9,0,0,12-Feb,5,1,5.0,0.0,4.0,8.0,6.0,0,0,0.0,0
6664,1017340,217340,11454.54545,3,12.29,466.95,C,普通企业,交通运输、仓储和邮政业,10+ years,0,0,2015/5/1,0,224,3,37.17818182,0,636.3636364,742.4242424,11,0,0.0,46204.61538,73.38461538,0,0,Mar-84,0,1,5.0,0.0,32.0,13.0,11.0,3,3601,1080.3,0
6665,1004254,204254,1600.0,3,18.25,58.05,D,普通企业,采矿业,8 years,0,1,2014/2/1,0,249,36,21.56727273,0,580.9090909,677.7272727,20,0,0.0,12937.84615,37.8,1,0,Jul-00,0,1,7.0,0.0,2.0,25.0,15.0,1,351,0.0,0
6666,1008353,208353,32000.0,3,8.679,1001.15,A,普通企业,交通运输、仓储和邮政业,10+ years,0,2,2016/5/1,0,118,20,22.77818182,0,580.9090909,629.3181818,24,0,0.0,28984.61538,33.50769231,0,0,2-May,0,1,11.0,0.0,12.0,28.0,17.0,0,0,0.0,0
6667,1041915,241915,6545.454545,3,6.858,186.97,A,政府机构,采矿业,10+ years,1,2,2014/2/1,0,473,8,27.65,0,700.0,816.6666667,13,0,0.0,8941.692308,21.6,1,0,4-Jan,0,1,4.0,0.0,9.0,17.0,9.0,3,1831,0.0,0
6668,1012458,212458,7090.909091,3,7.39,186.34,A,普通企业,公共服务、社会组织,1 year,0,0,2016/4/1,0,77,7,26.64,0,630.0,787.5,11,0,0.0,6171.846154,20.35384615,0,0,6-Mar,0,1,4.0,0.0,3.0,10.0,5.0,0,197,19.7,0
6669,1034374,234374,5000.0,3,20.5,187.1,E,政府机构,住宿和餐饮业,1 year,0,0,2013/12/1,0,418,45,14.24545455,0,556.3636364,602.7272727,11,0,0.0,20474.0,79.7,1,0,Oct-00,38,1,7.0,0.0,6.0,15.0,9.0,2,2261,678.3,0
6671,1028157,228157,4090.909091,3,10.16,161.72,B,幼教与中小学校,电力、热力生产供应业,3 years,2,0,2013/2/1,0,191,5,22.38181818,0,645.4545455,753.030303,11,0,0.0,4042.153846,47.38461538,0,0,1-Oct,10051,1,3.0,0.0,19.0,11.0,3.0,2,291,29.1,0
6674,1008124,208124,41363.63636,3,7.26,1084.87,A,高等教育机构,制造业,4 years,0,2,2015/10/1,4,74,30,21.36,0,747.2727273,934.0909091,14,0,0.0,62498.15385,45.7,1,0,Jul-98,4,1,8.0,0.0,9.0,14.0,8.0,3,6962,2088.6,0
6676,1026628,226628,1090.909091,3,19.866,43.42,D,普通企业,农、林、牧、渔业,5 years,0,1,2017/10/1,9,517,14,28.30909091,0,725.4545455,785.9090909,9,0,0.0,12977.53846,102.9538462,1,0,Dec-97,10,1,6.0,0.0,18.0,18.0,7.0,1,301,30.1,0
6677,1027242,227242,2836.363636,3,10.341,79.14,B,普通企业,公共服务、社会组织,6 years,0,0,2016/8/1,5,412,13,5.29,1,735.0,857.5,12,0,0.0,1163.076923,8.7,0,0,Dec-97,6,1,3.0,0.0,8.0,18.0,10.0,3,731,219.3,0
6678,1034407,234407,11454.54545,3,12.12,465.81,B,上市企业,住宿和餐饮业,10+ years,2,0,2013/2/1,0,629,20,11.78181818,0,564.5454545,658.6363636,7,0,0.0,3813.230769,101.1230769,1,0,Jan-94,2909,1,3.0,0.0,5.0,9.0,8.0,3,3688,368.8,0
6679,1024122,224122,16363.63636,3,15.389,512.6,C,普通企业,交通运输、仓储和邮政业,2 years,1,1,2016/8/1,0,652,0,20.04545455,0,556.3636364,602.7272727,10,0,0.0,8724.230769,71.53846154,0,0,2-Jun,0,1,4.0,0.0,13.0,10.0,8.0,3,4840,1452.0,0
6680,1024060,224060,9000.0,3,8.18,282.78,B,普通企业,金融业,10+ years,0,0,2015/9/1,0,808,4,26.95454545,0,645.4545455,753.030303,13,0,0.0,3482.307692,10.76923077,0,0,4-Sep,0,1,3.0,0.0,12.0,13.0,7.0,3,2018,605.4,0
6681,1024850,224850,15790.90909,3,14.46,663.95,C,上市企业,公共服务、社会组织,5 years,0,2,2016/3/1,4,349,44,21.23636364,0,675.0,787.5,8,0,0.0,14814.15385,98.10769231,0,0,Aug-00,4,1,6.0,0.0,11.0,16.0,11.0,1,1537,307.4,0
6682,1014257,214257,4545.454545,3,7.101,156.43,A,上市企业,电力、热力生产供应业,8 years,2,1,2015/10/1,0,204,24,15.45545455,0,640.9090909,747.7272727,11,0,0.0,8943.692308,38.65384615,0,0,Aug-86,0,1,5.0,0.0,3.0,9.0,3.0,3,1488,446.4,0
6684,1025132,225132,12000.0,3,8.703,385.35,B,政府机构,建筑业,6 years,0,0,2014/1/1,4,535,17,21.45272727,0,548.1818182,593.8636364,16,0,0.0,9577.0,53.5,0,0,7-Feb,4,1,6.0,0.0,7.0,12.0,8.0,1,583,0.0,0
6687,1035784,235784,29781.81818,3,16.695,994.51,E,幼教与中小学校,文化和体育业,< 1 year,1,2,2015/6/1,4,265,7,20.64545455,0,556.3636364,649.0909091,9,0,0.0,40005.23077,98.07692308,0,0,Nov-92,4,1,8.0,0.0,2.0,16.0,6.0,0,0,0.0,0
6689,1021321,221321,24000.0,5,14.99,570.84,C,普通企业,公共服务、社会组织,3 years,1,2,2017/3/1,0,245,26,46.27636364,0,685.0,856.25,18,1,1.0,16586.53846,50.67692308,0,1,6-Nov,0,1,9.0,0.0,11.0,16.0,10.0,1,9623,962.3,0
